UUID,Categoria,Ragione Sociale,Indirizzo,Sito,e-mail,Telefono,Facebook ID,Facebook URL,Google Place URL,Google Place ID,Latitude,Longitude,Categoria catastale
6b90601f-a614-4129-b943-ac8986b9c05c,"",OFFICINA PIROLA MARIO SNC,VIA BRENNERO,http://www.pecproducts.it, info@pecproducts.it,0362 306836,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
e1f90a57-3dc7-42a0-8e46-895e3a4735e8,"",P.V.M. DI PASSONI GIANLUIGI & C.,VIA DE LUCA,,,0362 625763,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
66d39a7b-e02f-47ed-bf25-5af56d4b1fa4,"",R.C.M. DI RAMPELLO S. E CASIRAGHI L. SNC,VIA BOZZI A.,,,0362 301587,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
cab18daf-0e81-44c6-830c-a02306cd0b0d,"",RAVIOLIFICIO SAN GIORGIO SNC,VIA BRIANI,,,0362 300336,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
71904fdb-9d5d-4ff3-93ab-ad1748a44039,"",STP S.N.C. DI RIZZETTO 6 PIGAZZI,VIA STURZO DON LUIGI,,,0362 300336,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
efd82c3a-168a-4fc2-8366-13a4d2ada280,"",SERRAMENTI VERGANI SNC DI VERGANI A. & C.,VIA VOLTA,,,0362 627134,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
c2878ebf-8f37-4d14-beae-8ce7f033ba3b,"",VILLA RINERIO TARGHE SAS DI VILLA AURELIO & C.,VIA BUONARROTI,,,0362 622320,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
3f377684-11bf-4061-b32f-905d604ba9e4,"",MASCHERONI LUCIANO,VIA VILLORESI,,,362621628,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
00b3bfbe-d958-4985-93a0-79417705e831,"",VETRARIA MALBERTI SRL,VIA TRIESTE,,,0362 638116,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
f97fbb8a-d8ab-4ce5-9963-0aaff24f37cd,"",STAMAPGGIO MATERIE PLASTICHE BRILLO MARIO,VIA BOLTRAFFIO,,,0362 638116,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
c26780ce-ba2b-4ad6-b708-50d03b3ccb09,"",LINEA ERRE DI ROTOLO A. & C.IN LIQUIDAZIONE,VIA BAREGGI,http://vpmmalberti.altervista.org,,0362 620667,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
502bec17-89e3-407c-a0f4-d150d07f40a4,"",V.P.M. MALBERTI SRL,VIA DEGLI ARTIGIANI,http://www.mollificiocassamagnago.it,moll.cassamagnago@libero.it,0362 302527,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
0bd90772-4615-4ee1-b99c-c6bf01e1bb17,"",MOLLIFICIO CASSAMAGNAGO SNC,VIA TRIESTE,,, 0362626656 ,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
6f2a54e9-201b-4b18-8c99-d869f49b9dd2,"",GARIDE SAS DI LOREDANA GAGLIARDI & C.,VIA DEGLI ARTIGIANI,,,0362 308995,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
ba574b2b-8b67-4da4-9dc6-8ead3781d605,"",EMMECI SRL,VIA NOVATI,,,362621772,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
47948325-9b34-4ce5-a125-629263719041,"",OMAS DI SALA RENATO & C. SAS,VIA DANTE,,,0362 630142,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
051f6ca8-5ce6-4d5a-92d2-36a5a5211dd5,"",SCHINELLI MARIA GRAZIA,VIA PIO XI,http://www.eurotecitalia.it,info@eurotecitalia.it,0362 626409,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
a1467e1e-770b-4d64-ba25-c19e09ca515b,"",EUROTEC ITALIA DI D' ANNEO LUIGI E C. SAS,VIA MULINELLO,http://www.eurotecitalia.it,info@eurotecitalia.it,0362 301278,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
70788380-1d6b-410f-a211-11128c5e902b,"",TEKNOLAB SNC DI FERRARA CARLO E PE TRICCA FIL,VIA DON BONZI,http://www.gesingranaggi.com,santambrogio_paolo@fastwebnet.it,0362 622337,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
68aef940-0459-45ec-a5a9-3d0aa70fb8ab,"",G.E.S. SAS DI SANTAMBROGIO PAOLO & C.,VIA FIUME,,,0362 628229,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
d3649960-bb89-41e6-9ddc-36a9fdcbac08,"",C.M.R. SRL,VIA EDISON,,,0362 628229,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
7d7eab73-ba3e-4b00-818e-dd3dc00f0124,"",MASTER DIAMOND SNC DI CATTANEO ALESSANDRO & C.,VIA DEGLI ARTIGIANI,www.boganimeccanica.it,info@boganimeccanica.it,0362300129,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
41e04a98-ba55-4194-96dc-f33e4bcf20f8,"",FRANCO BOGANI MECCANICA DI BOGANI OMAR & C.,VIA NOVATI,www.boganimeccanica.it,info@boganimeccanica.it,0362300129,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
2b3d706e-8e0e-47b2-bb61-97633ad62129,"",RADICE GIUSEPPE OFFICINA MECCANICA E CARPENT,VIA STURZO DON LUIGI,,,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
06db5bbb-06f5-454e-bf91-efd5db2f5fe1,"",JIN LINGJUAN,VIA BRAMBILLA,,,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
21827e82-a4d7-459b-8deb-2b317a27607c,"",BZ SNC SI BARISON F. & C.,VIA MULINELLO,,,0362306732 - 0362476735,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
f7776a15-a3ca-4f6b-82a4-5758d58438c7,"",MEC.  P.  DI PONTI GIOVANNI & C. S NC,VIA CARCANO,,,0362305115,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
9f293b31-314b-424d-bdce-f2a5cd8c9698,"",R.R. SAS DI REINA JENNI,VIA STURZO DON LUIGI,,,0362 331473,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
7ddeb609-4d85-4efd-a778-6adaa3ac38fe,"",LENIPLAST SRL,VIA AGNESI,,,0362 306817,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
9e84aa81-b973-4642-a9d8-736183e7d6df,"",RAVIOLIFICIO DI VILLA ANGELA,VIA MATTEOTTI,,,0362622281,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
11d77ec4-bda9-49fa-93b4-2238a2e16157,"",MULLANO PAMELA,VIA PETRARCA,,,0362627849,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
452aca61-112d-406c-925c-f3287811a366,"",BRIAN PACK INTERNATIONAL SRL,VIA VOLTA,www.brianpack.it,info@brianpack.com,0362805468,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
6d4d19de-d6be-411a-9596-e50e3c8d493f,"",OFFICINA MECCANICA DI BONDESAN SIMONE,VIA DEL GUADO,,,0362 628756,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
6277653d-24d5-45e7-bf18-011494968b65,"",KABEL S.A.S.,VIA LAVORATORI AUTOBIAN,,,0362 309502,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
0f283388-3e68-4648-80f4-01a497e80834,"",PUSTORINO MAURIZIO,VIA LAVORATORI AUTOBIAN,http://www.erreciserramenti.it,erreci_p@libero.it,0362 629038,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
36ce4b87-9bab-4645-85e5-ca8faf097069,"",EMME.GI SRL,VIA TOGLIATTI,www.emme-gi.org,info@emme-gi.org,03621782494,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
8280d44f-b36f-4f61-9af6-c1a20110ceb5,"",TRANCIATI DUE-GI SAS DI GALIMBERTI RODOLFO &,VIA PER SEREGNO,,,0362 628504,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
01c4a48b-9a47-4279-9f9a-99edc043dac6,"",PAM IMBALLAGGI SAS DI BRANCALEONE ANTONIO E,VIA PRATI,,,362306782,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
3b467de3-fc6b-49fd-a822-54e312904f37,"",SCARSELLA IVO,VIA LAVORATORI AUTOBIAN,http://www.scarsellaescarsella.it,,0362 179 5282,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
aa611f67-ebcb-48a1-b27d-e84e99c21d77,"",PAGNONCELLI OFFICINE MECCANICHE SRL,VIA MULINELLO,,,0362 308419,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
78373dc1-db7e-4be2-bc99-01d735b68029,"",CARBONI CORINNA,VIA DE LUCA,,,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
61473abf-ff89-411a-81e0-b53545b576d3,"",BESANA MASSIMO,VIA BENEDETTO CROCE,,,0362 627012,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
da3b6e9d-2a56-4235-9aa3-58a9517e9bcf,"",DIBI SERVICE SRL,VIA LAVORATORI AUTOBIAN,,,0362 632229,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
c5c922dd-e181-477d-90bc-89da52423a90,"",SCACCIANOCE OFF. MECC. DI SCACCIAN OCE ROBERT,VIA STURZO DON LUIGI,,,0362 337445,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
b1baaafb-1788-414e-a086-8ba510ee308e,"",TOSETTI DI TOSETTI CARLO E CLAUDIO SNC,VIA MAESTRI DEL LAVORO,,,0362 301922,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
e54350c5-640e-470d-b613-c1ba243b63e0,"",MA.PI SAS DI RIZZATO MARCO & C.,VIA LAVORATORI AUTOBIAN,http://www.mapisas.it/,,0362 638406,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
60b7a570-7ef8-4461-8edc-2caf5160e1c6,"",SACCO MARIA ANTONIA,VIA F.LLI CERVI,,,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
cca44672-c45f-4489-a3e0-a0ed5935361e,"",RFG RADICE FELICE SRL,VIA BOZZI A.,,,0362 624296,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
91b6cb08-ec22-4242-b3eb-40a5320aaf7a,"",PELLINO GIOVANNI,VIA POZZO ANTICO,,,0362 624296,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
1e3e0c1d-ecbe-40a9-b9ef-e27d69faaa87,"",SETTANTA LUCA,VIA MULINELLO,,,340 7372574,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
2bab4b6d-0a24-43dc-b1a0-429fd9836cf4,"",POLLASTRI PIERGIULIO,VIA MONTE ROSA,,,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
f51004ec-d3f1-4391-bb82-0be13cf89d9f,"",O.E.M.C. DI A. & G. SIRO SNC,VIA MULINELLO,http://www.oemc.it,oemc@legalmail.it,0362 509875,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
f7a869f6-90c0-4b4f-8d26-1f1b9d0390d5,"",VILLA EZIO CLAUDIO,VIA LAMPUGNANI,,,0362 622313,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
6323ee56-8d50-48df-92e9-fa8828374616,"",BIRRIFICIO RURALE SRL,VIA DEL COMMERCIO,http://www.birrificiorurale.it,info@birrificiorurale.it,,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
21e3930f-f192-4774-a8a8-d7579ce106ea,"",GASTRONOMIA SOMASCA SRL,VIA BRESCIA,http://www.gastronomiasomasca.com,somasca@gastronomiasomasca.it,0362 62 26 56,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
acd718f2-42e0-4d32-a1d7-c712d716a9b0,"",LIVIERI LUCIO,VIA DANTE,http://www.livieripubblicita.it,mailto:livieripubblicita@tin.it,0362 628206,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
d792e6e9-bedc-4a3b-a010-b35108e6f3bd,"",IDEA LIVING SRL,VIA LAVORATORI AUTOBIAN,http://www.idealiving.it,idealiving@libero.it,0362 173 1710,"","","","","","",N Non Domestica 21 : ATT. ARTIGIANALI PRODUZIONE BENI SPECIFICI
3cf0e48f-ca53-43e4-878f-4fd04fbd1635,"",PAPILLON SNC DI DEI MENEGHETTI MAR I,VIA PER CESANO,,,0362 623751,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
7f038043-f8bc-4413-873e-516fa4ea6654,"",TAWFEK AHMED EL SAYED MOHAMED,VIA PALLAVICINI,http://www.eventiesagre.it, info@eventiesagre.it,0362 629985,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
4d56885d-3d7b-4744-99f9-dcd27f3e7ffd,"",OSTERIA IL POZZO DI VALENTI E SANV ITO SNC,VIA PIO XI,http://www.osteriailpozzo.it,osteriailpozzo@alice.it,0362 301444,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
ddc795cc-910d-4acc-9451-21c4a8d05e26,"",TORNADO SRL,VIA PER SEREGNO,,,0362 638088,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
a4a8a35f-1d68-4123-ae50-f8aa15a4a08d,"",MAR.AN. DI MARCO FRANCHI & C.S.A.S.,VIA MILANO,,,362624287,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
73cbdec2-61c5-4869-9768-6e1c155c6a87,"",MAHROUS BAHAA,VIA LOMBARDIA,,,,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
652f7308-e6ae-4171-9e3b-19844713575c,"",VIOLA BOROS STEFANO,VIA GABELLINI,,,0362 308180,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
a2f59d18-2eb2-49a2-bf03-7ca8007f822d,"",NUOVA TRE LANTERNE SRL,VIA BRENNERO,,,362628159,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
e0eb1502-aac4-4076-80bb-6bc6fb4643e5,"",IL TRABUCCO S.A.S.,VIA MILANO,http://www.trabucco1.it,info@trabucco1.com,0362 621615,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
96024702-1a67-4217-9b8c-6781084d8443,"",HU LIJUN,VIA MILANO,,,0362 621598,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
5f785d88-b121-4c5f-8d95-0b816e809104,"",TRATTORIA IL BINARIO 181 SAS,VIA GARIBALDI,,,0362 638513,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
f4d27eaa-23b7-499d-85ef-6831a745975f,"",YANG XIANFENG,VIA MILANO,,,,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
1563d5b8-19db-4e02-83df-87406adfaf6f,"",CITRO MARCO,VIA GARIBALDI,,,0362 1782353,"","","","","","",N Non Domestica 23 : MENSE-BIRRERIE-AMBURGHERIE
7a9b4fee-ce6d-4754-ba82-bae64af3e11f,"",SCACCO SRL UNIPERSONALE,VIA DELLE ROSE,,,0362 302726,"","","","","","",N Non Domestica 23 : MENSE-BIRRERIE-AMBURGHERIE
57f1b4a2-36a9-4f32-8a1a-a366ef0f530c,"",BAR DI MAGNI CELESTE,VIA MANZONI,,,0362 621786,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
66489094-0f5f-4773-9a9c-092a4c2870d1,"",NASUTI ANGELA-GIUSEPPINA SNC,VIA FORLANINI,http://www.guidamonaci.it, infoitaly@guidamonaci.it,0362628572 ,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
c7e8ae40-e7ff-4a25-aed4-824343dcbd51,"",STUCCHI SNC DI AMBROGINA STUCCHI,VIA PIO XI,,,0362 627062,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
4d5c27c0-9d10-4f7f-ac7f-ac16fdd19e03,"",LA CAFFETTERIA SAS DI GROSSO ANNA E C.,VIA FERRAVILLA,,,0362 626357,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
aed9172b-3705-41a6-af51-5610acc690f5,"",GIOVANETTI ANDREA FABIO,CORSO ITALIA,,,0362629252 ,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
275a48ae-df9b-4db9-b43a-a8cf4bfc6492,"",MILITE PASQUALE,VIA LAVORATORI AUTOBIAN,http://www.eurotaverna.it,Info@eurotaverna.it,0362 300046,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
3cf65a8d-04fb-458e-be08-01da59535ac7,"",CIRCOLO MAGIC GREEN,VIA DEL GUADO,,,0362 304342,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
c8c798b1-4990-4747-99a1-7e41041cd7cd,"",MAN BAR DI MIRENDA NINO E GRIGOLET TO CRISTIN,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
39b4b38f-aff1-4ca1-ac06-43f306de67c7,"",GANGAROSSA FRANCA,VIA DEGLI ARTIGIANI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
7fc6a6e1-743f-4930-8faf-9dbeabcad3e8,"",POVOLATO PIERPAOLO,VIA SAN PIETRO,,,0362621050,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
a8b8345f-fd0d-42fa-ab32-5bca96602468,"",BAR DI SAVARINO PIERO CRISTIANO,CORSO ITALIA,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
6e5dccf2-cd27-45bc-8a04-b4e80d67edeb,"",ERREBI SAS DI BENETTI SONIA & C.,VIA BRAMANTE,,,0362 308824,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
5f93e195-8c5d-4e36-885e-3cb5295b5c90,"",BERTONCELLO EMANUELE ANTONIO,CORSO ITALIA,,,0362 620757,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
c5d2ec98-74b4-440d-a0b9-cdd0a67636de,"",QUOREM CAFE' S.A.S. DI LUCACAPUTO & C.,VIA SAN VINCENZO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
9e0f6e33-edb1-4e7c-8d69-f928be8a15c7,"",REDAELLI ANTONIO,VIA LAMPUGNANI,,,0362 627090,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
ebd72a9f-8891-42ca-a522-79b6a92eff0f,"",PELLEGRINO ANNA,VIA VILLORESI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
bd46b666-a27e-4c46-97bc-3b44879e97a0,"",MAGNANINI KATIA,VIA GARIBALDI,,,0362 630622,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
b42019c4-f5c2-4a81-9c53-13cc4d37d214,"",IL BARETTO S.N.C.,VIA PARTIGIANI D'ITALIA,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
60622e68-5b49-46d6-a022-e0773c751f1f,"",MARRELLA MARTINO,VIA LAMPUGNANI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
c2feb319-2884-4e6a-ba39-2ed1df8a4bde,"",CAFFETTERIA SOTTOZERO DI BUZZELLA WILLIAM &,VIA MILANO,http://www.dolciumi.info,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
705e3be6-ed94-4c5a-a94f-17bf4e87ca96,"",ROVESCALLI DEBORA ANNA,VIA GRANDI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
6bd9f5cc-b25d-45be-905c-f36a6aaa24ca,"",BYBLOS ART CAFE' SAS,VIA PER CESANO,http://www.icitta.it,,0362305235 ,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
d969347a-60e2-4e86-b55e-e17bdadb341e,"",BIANCO FRANCO,VIA PER SEREGNO,http://www.bar365.it,,0362 308008,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
d5c89fb0-2683-45a4-996a-9895cb5adaee,"",IL PUNTO GOLOSO DI REGARBAGNATI ELENA FRANCE,VIA MATTEOTTI,,,0362 629824,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
97fd4862-9ccb-480e-a21a-29c8afab0d14,"",SIMONA CAFE' SAS DI LIN LEIYNG & C.,VIA CUSTOZA,,,362300711,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
be23f03e-5cfc-4389-b0b8-43ab9eac01cd,"",XIA SONGJUN,VIA SERAO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
2a49367a-b0ff-46a7-857e-c9d6010b50aa,"",MINARDI LUIGI VLADIMIRO,VIA GARIBALDI,,,362304290,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
8b28cfcc-b9b5-4cc2-bcdf-872d537e6e61,"",RINELLI COSIMO DAMIANO,VIA MILANO,,,0362 638607,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
7aff1dfb-b22b-4c87-b431-83a8d6e2842c,"",VACCARI SRL,VIA AGNESI,http://www.vaccari.it, info@vaccari.it,0362 308109,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
0cce142a-67ff-4bd5-90aa-beb6db167c03,"",BAR BLU NOTTE SNC,VIA GRANDI,,,0362306637,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
75346d62-c425-44a2-afcd-0d121db5e03e,"",GARBILLO STEFANO,VIA POZZO ANTICO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
0bdf8d0c-99d3-4a02-993a-bbd646c6ad4e,"",BISTRO' BAR S.N.C. DI CASATI LUCA & C.,VIA BORGHETTO ANG. VIA MILANO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
9a17e1fb-274b-46e4-9a28-2337baa7f037,"",LIMONTA VIVIANA MARIATERESA,VIA TAGLIABUE,,,0362305147,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
2c3c1ca7-d09b-4fa9-89dc-1edf8b3bd1c4,"",IVAN LENUTA CLAUDIA,CORSO ITALIA,,,3897873256,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
a6fe8de5-34b0-4f19-8256-a0cec6298fdf,"",DIVINO CAFE' SNC,VIA POZZO ANTICO,,,0362621611,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
1e5d7a5c-2663-46ed-986b-55de7f9a33ed,"",LESTAN DANIEL,VIA PER CESANO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
f04541ef-65f6-4a4e-bf78-ef5121b02401,"",MORI DEBORAH,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
838a763a-5d28-46e3-a3a0-19537da5bdc5,"",BAR FORTUNA SAS DI GUO GAOWEI,VIA MILANO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
5c62a035-1b8e-401a-a438-5119351cab50,"",MCBIASINI SNC DI BIASINI C. & BIASINI M.,VIA MATTEOTTI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
5cbdf634-b201-4b91-8e82-68b8e233dc2f,"",BAR PLAZA DI LIN XIANGYANG & C. SAS,PIAZZA CONCILIAZIONE,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
920bb27b-efeb-45f4-8347-0dd47dedb43a,"",F.LLI CAPOANI SNC DI CAPOANI ANDREA & C.,CORSO ITALIA,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
496985a2-2f92-45fa-ba8b-eebeb05cb6b6,"",ORSO BIANCO SNC DI RIGO E ROLLA,VIA XXV APRILE,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
5f4ae83b-496b-4a83-8ced-0e410891e9fb,"",MAGIC LORY SRL,VIA GRANDI,,,0362630061,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
75625582-7a47-498f-8e9c-6f0a98fbea96,"",ZHENG JINQING,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
2205ff06-d726-49bc-93e4-aece0747cdd3,"",TACKLE SRL,VIA MILANO,,,0362 622307,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
af06a771-e7f1-4d1e-9dc3-a74521d840ff,"",ZHANG HUI JING,VIA TONALE,,,0362622307,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
